doc_id,req_i_idx,req_j_idx,req_i,req_j,cosine_sim,annotator1_conflict,annotator2_conflict,conflict_type,notes
2005 - clarus low,398,424,ID Requirement  Source Allocation Comment Criticality X-207 The Clarus  program shall  provide an environment that has uninterruptible power for the Clarus  system.,ID Requirement  Source Allocation Comment Criticality X-910 The Clarus  program shall  maintain metadata about each data provider's network.,0.748,,,,
2005 - clarus low,398,425,ID Requirement  Source Allocation Comment Criticality X-207 The Clarus  program shall  provide an environment that has uninterruptible power for the Clarus  system.,OCS     H  X-915 The Clarus  program shall  maintain information about data provider redistribution restrictions.,0.569,,,,
2005 - clarus low,398,426,ID Requirement  Source Allocation Comment Criticality X-207 The Clarus  program shall  provide an environment that has uninterruptible power for the Clarus  system.,OCS     H  X-921 The Clarus  program shall  maintain information about service providers.,0.538,,,,
2005 - clarus low,398,427,ID Requirement  Source Allocation Comment Criticality X-207 The Clarus  program shall  provide an environment that has uninterruptible power for the Clarus  system.,OCS     H  X-925 The Clarus  program shall  maintain information about service provider communications.,0.516,,,,
2005 - clarus low,398,428,ID Requirement  Source Allocation Comment Criticality X-207 The Clarus  program shall  provide an environment that has uninterruptible power for the Clarus  system.,OCS     M  X-931 The Clarus  program shall  maintain information about service provider access to data.,0.535,,,,
2005 - clarus low,398,430,ID Requirement  Source Allocation Comment Criticality X-207 The Clarus  program shall  provide an environment that has uninterruptible power for the Clarus  system.,MHI     H  X-101 The Clarus  system shall  accept data only from sources which data sharing agreements have been established.,0.503,,,,
2005 - clarus low,399,400,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,MHI     H  X-211 The Clarus  program shall  provide network management tools.,0.680,,,,
2005 - clarus low,399,401,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,H  X-215 The Clarus  program shall  provide setup support.,0.668,,,,
2005 - clarus low,399,402,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,9)     H  X-221 The Clarus  program shall  provide for customer service.,0.652,,,,
2005 - clarus low,399,403,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,0.547,,,,
2005 - clarus low,399,405,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,H  X-233 The Clarus  program shall  define data retention standards.,0.563,,,,
2005 - clarus low,399,406,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,0.702,,,,
2005 - clarus low,399,407,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,"OCS   That is, the Clarus  program needs to  provide documentation of whatever standards it creates for its own development, deployment, management, and operations.",0.512,,,,
2005 - clarus low,399,408,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,ID Requirement  Source Allocation Comment Criticality X-237 The Clarus  program  standards shall accommodate contributions of new sensor technologies to the Clarus  system.,0.635,,,,
2005 - clarus low,399,409,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,Inferred from ConOps §1     M  X-239 The Clarus  program  standards shall support multiple methods of data  delivery to users.,0.522,,,,
2005 - clarus low,399,410,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,Inferred from ConOps  §4.3     M  X-305 The Clarus  program shall  maintain a comprehensive Clarus  system test  environment.,0.646,,,,
2005 - clarus low,399,411,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,OCS     H  X-311 The Clarus  program shall  test all software changes in the designated test environment before deployment to production.,0.580,,,,
2005 - clarus low,399,412,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,OCS     H  X-315 The Clarus  program shall  test all hardware changes in the designated test environment before deployment to production.,0.591,,,,
2005 - clarus low,399,413,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,OCS     H  X-601 The Clarus  program shall  operate the Clarus  system  according to its published IT  Security Plan.,0.701,,,,
2005 - clarus low,399,414,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,"ID Requirement  Source Allocation Comment Criticality X-605 The Clarus  program shall  operate according to Government IT security requirements as outlined in OMB Circular A-130, Management of Federal",0.595,,,,
2005 - clarus low,399,415,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,Contract     H  X-615 The Clarus  program shall  operate according to Government IT security requirements as outlined in  U.S.,0.626,,,,
2005 - clarus low,399,416,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,Contract     H  X-805 Weather service providers  shall be able to use Clarus   data to provide localized special weather products.,0.556,,,,
2005 - clarus low,399,417,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,ID Requirement  Source Allocation Comment Criticality X-811 Public agency maintenance  and construction personnel shall be able to use the Clarus  system to obtain  environmental conditions.,0.596,,,,
2005 - clarus low,399,418,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,ConOps §2.5.2     L  X-815 Rail system personnel shall  be able to use the Clarus   system to obtain  environmental conditions.,0.581,,,,
2005 - clarus low,399,419,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,Inferred from ConOps  §2.5.7     L  X-821 Traffic management  personnel shall be able to use the Clarus  system to  obtain environmental conditions.,0.608,,,,
2005 - clarus low,399,420,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,Inferred from ConOps  §2.5.3     L  X-823 Transit personnel shall be  able to use the Clarus   system to obtain environmental conditions.,0.615,,,,
2005 - clarus low,399,421,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,Inferred from ConOps  §2.5.5     L  X-825 The freight community shall  be able to use the Clarus   system to obtain environmental conditions.,0.550,,,,
2005 - clarus low,399,422,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,Inferred from ConOps  §2.5.8     L  X-827 Emergency management and  public safety personnel shall be able to use the Clarus   system to obtain  environmental conditions.,0.589,,,,
2005 - clarus low,399,423,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,Inferred from ConOps  §2.5.6     L  X-905 The Clarus  program shall  maintain information about data providers.,0.515,,,,
2005 - clarus low,399,424,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,ID Requirement  Source Allocation Comment Criticality X-910 The Clarus  program shall  maintain metadata about each data provider's network.,0.577,,,,
2005 - clarus low,399,425,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,OCS     H  X-915 The Clarus  program shall  maintain information about data provider redistribution restrictions.,0.569,,,,
2005 - clarus low,399,426,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,OCS     H  X-921 The Clarus  program shall  maintain information about service providers.,0.641,,,,
2005 - clarus low,399,427,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,OCS     H  X-925 The Clarus  program shall  maintain information about service provider communications.,0.673,,,,
2005 - clarus low,399,428,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,OCS     M  X-931 The Clarus  program shall  maintain information about service provider access to data.,0.638,,,,
2005 - clarus low,399,429,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,OCS     H  X-935 The Clarus  program shall  allow potential weather element data providers to request permission to submit weather information.,0.515,,,,
2005 - clarus low,399,430,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,MHI     H  X-101 The Clarus  system shall  accept data only from sources which data sharing agreements have been established.,0.664,,,,
2005 - clarus low,399,431,MHI     H  X-209 The Clarus  program shall  provide an environment that has redundant communication for the  Clarus  system.,MHI (The  Clarus   program  shall approve sources.) “Approved sources” are anticipated  to be those with wh om a data sharing  agreement has been established.,0.580,,,,
2005 - clarus low,400,401,MHI     H  X-211 The Clarus  program shall  provide network management tools.,H  X-215 The Clarus  program shall  provide setup support.,0.613,,,,
2005 - clarus low,400,402,MHI     H  X-211 The Clarus  program shall  provide network management tools.,9)     H  X-221 The Clarus  program shall  provide for customer service.,0.525,,,,
2005 - clarus low,400,405,MHI     H  X-211 The Clarus  program shall  provide network management tools.,H  X-233 The Clarus  program shall  define data retention standards.,0.511,,,,
2005 - clarus low,400,406,MHI     H  X-211 The Clarus  program shall  provide network management tools.,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,0.590,,,,
2005 - clarus low,400,409,MHI     H  X-211 The Clarus  program shall  provide network management tools.,Inferred from ConOps §1     M  X-239 The Clarus  program  standards shall support multiple methods of data  delivery to users.,0.520,,,,
2005 - clarus low,400,410,MHI     H  X-211 The Clarus  program shall  provide network management tools.,Inferred from ConOps  §4.3     M  X-305 The Clarus  program shall  maintain a comprehensive Clarus  system test  environment.,0.527,,,,
2005 - clarus low,400,413,MHI     H  X-211 The Clarus  program shall  provide network management tools.,OCS     H  X-601 The Clarus  program shall  operate the Clarus  system  according to its published IT  Security Plan.,0.537,,,,
2005 - clarus low,400,415,MHI     H  X-211 The Clarus  program shall  provide network management tools.,Contract     H  X-615 The Clarus  program shall  operate according to Government IT security requirements as outlined in  U.S.,0.509,,,,
2005 - clarus low,400,419,MHI     H  X-211 The Clarus  program shall  provide network management tools.,Inferred from ConOps  §2.5.7     L  X-821 Traffic management  personnel shall be able to use the Clarus  system to  obtain environmental conditions.,0.527,,,,
2005 - clarus low,400,423,MHI     H  X-211 The Clarus  program shall  provide network management tools.,Inferred from ConOps  §2.5.6     L  X-905 The Clarus  program shall  maintain information about data providers.,0.543,,,,
2005 - clarus low,400,424,MHI     H  X-211 The Clarus  program shall  provide network management tools.,ID Requirement  Source Allocation Comment Criticality X-910 The Clarus  program shall  maintain metadata about each data provider's network.,0.593,,,,
2005 - clarus low,400,425,MHI     H  X-211 The Clarus  program shall  provide network management tools.,OCS     H  X-915 The Clarus  program shall  maintain information about data provider redistribution restrictions.,0.518,,,,
2005 - clarus low,400,426,MHI     H  X-211 The Clarus  program shall  provide network management tools.,OCS     H  X-921 The Clarus  program shall  maintain information about service providers.,0.573,,,,
2005 - clarus low,400,427,MHI     H  X-211 The Clarus  program shall  provide network management tools.,OCS     H  X-925 The Clarus  program shall  maintain information about service provider communications.,0.595,,,,
2005 - clarus low,400,428,MHI     H  X-211 The Clarus  program shall  provide network management tools.,OCS     M  X-931 The Clarus  program shall  maintain information about service provider access to data.,0.595,,,,
2005 - clarus low,400,430,MHI     H  X-211 The Clarus  program shall  provide network management tools.,MHI     H  X-101 The Clarus  system shall  accept data only from sources which data sharing agreements have been established.,0.571,,,,
2005 - clarus low,400,431,MHI     H  X-211 The Clarus  program shall  provide network management tools.,MHI (The  Clarus   program  shall approve sources.) “Approved sources” are anticipated  to be those with wh om a data sharing  agreement has been established.,0.571,,,,
2005 - clarus low,401,402,H  X-215 The Clarus  program shall  provide setup support.,9)     H  X-221 The Clarus  program shall  provide for customer service.,0.695,,,,
2005 - clarus low,401,403,H  X-215 The Clarus  program shall  provide setup support.,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,0.705,,,,
2005 - clarus low,401,406,H  X-215 The Clarus  program shall  provide setup support.,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,0.674,,,,
2005 - clarus low,401,408,H  X-215 The Clarus  program shall  provide setup support.,ID Requirement  Source Allocation Comment Criticality X-237 The Clarus  program  standards shall accommodate contributions of new sensor technologies to the Clarus  system.,0.547,,,,
2005 - clarus low,401,410,H  X-215 The Clarus  program shall  provide setup support.,Inferred from ConOps  §4.3     M  X-305 The Clarus  program shall  maintain a comprehensive Clarus  system test  environment.,0.547,,,,
2005 - clarus low,401,411,H  X-215 The Clarus  program shall  provide setup support.,OCS     H  X-311 The Clarus  program shall  test all software changes in the designated test environment before deployment to production.,0.563,,,,
2005 - clarus low,401,412,H  X-215 The Clarus  program shall  provide setup support.,OCS     H  X-315 The Clarus  program shall  test all hardware changes in the designated test environment before deployment to production.,0.633,,,,
2005 - clarus low,401,413,H  X-215 The Clarus  program shall  provide setup support.,OCS     H  X-601 The Clarus  program shall  operate the Clarus  system  according to its published IT  Security Plan.,0.671,,,,
2005 - clarus low,401,414,H  X-215 The Clarus  program shall  provide setup support.,"ID Requirement  Source Allocation Comment Criticality X-605 The Clarus  program shall  operate according to Government IT security requirements as outlined in OMB Circular A-130, Management of Federal",0.545,,,,
2005 - clarus low,401,415,H  X-215 The Clarus  program shall  provide setup support.,Contract     H  X-615 The Clarus  program shall  operate according to Government IT security requirements as outlined in  U.S.,0.649,,,,
2005 - clarus low,401,416,H  X-215 The Clarus  program shall  provide setup support.,Contract     H  X-805 Weather service providers  shall be able to use Clarus   data to provide localized special weather products.,0.583,,,,
2005 - clarus low,401,417,H  X-215 The Clarus  program shall  provide setup support.,ID Requirement  Source Allocation Comment Criticality X-811 Public agency maintenance  and construction personnel shall be able to use the Clarus  system to obtain  environmental conditions.,0.515,,,,
2005 - clarus low,401,424,H  X-215 The Clarus  program shall  provide setup support.,ID Requirement  Source Allocation Comment Criticality X-910 The Clarus  program shall  maintain metadata about each data provider's network.,0.503,,,,
2005 - clarus low,401,425,H  X-215 The Clarus  program shall  provide setup support.,OCS     H  X-915 The Clarus  program shall  maintain information about data provider redistribution restrictions.,0.568,,,,
2005 - clarus low,401,426,H  X-215 The Clarus  program shall  provide setup support.,OCS     H  X-921 The Clarus  program shall  maintain information about service providers.,0.605,,,,
2005 - clarus low,401,427,H  X-215 The Clarus  program shall  provide setup support.,OCS     H  X-925 The Clarus  program shall  maintain information about service provider communications.,0.580,,,,
2005 - clarus low,401,428,H  X-215 The Clarus  program shall  provide setup support.,OCS     M  X-931 The Clarus  program shall  maintain information about service provider access to data.,0.552,,,,
2005 - clarus low,401,429,H  X-215 The Clarus  program shall  provide setup support.,OCS     H  X-935 The Clarus  program shall  allow potential weather element data providers to request permission to submit weather information.,0.528,,,,
2005 - clarus low,402,403,9)     H  X-221 The Clarus  program shall  provide for customer service.,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,0.699,,,,
2005 - clarus low,402,405,9)     H  X-221 The Clarus  program shall  provide for customer service.,H  X-233 The Clarus  program shall  define data retention standards.,0.583,,,,
2005 - clarus low,402,406,9)     H  X-221 The Clarus  program shall  provide for customer service.,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,0.739,,,,
2005 - clarus low,402,408,9)     H  X-221 The Clarus  program shall  provide for customer service.,ID Requirement  Source Allocation Comment Criticality X-237 The Clarus  program  standards shall accommodate contributions of new sensor technologies to the Clarus  system.,0.606,,,,
2005 - clarus low,402,409,9)     H  X-221 The Clarus  program shall  provide for customer service.,Inferred from ConOps §1     M  X-239 The Clarus  program  standards shall support multiple methods of data  delivery to users.,0.507,,,,
2005 - clarus low,402,410,9)     H  X-221 The Clarus  program shall  provide for customer service.,Inferred from ConOps  §4.3     M  X-305 The Clarus  program shall  maintain a comprehensive Clarus  system test  environment.,0.541,,,,
2005 - clarus low,402,411,9)     H  X-221 The Clarus  program shall  provide for customer service.,OCS     H  X-311 The Clarus  program shall  test all software changes in the designated test environment before deployment to production.,0.544,,,,
2005 - clarus low,402,412,9)     H  X-221 The Clarus  program shall  provide for customer service.,OCS     H  X-315 The Clarus  program shall  test all hardware changes in the designated test environment before deployment to production.,0.602,,,,
2005 - clarus low,402,413,9)     H  X-221 The Clarus  program shall  provide for customer service.,OCS     H  X-601 The Clarus  program shall  operate the Clarus  system  according to its published IT  Security Plan.,0.678,,,,
2005 - clarus low,402,414,9)     H  X-221 The Clarus  program shall  provide for customer service.,"ID Requirement  Source Allocation Comment Criticality X-605 The Clarus  program shall  operate according to Government IT security requirements as outlined in OMB Circular A-130, Management of Federal",0.597,,,,
2005 - clarus low,402,415,9)     H  X-221 The Clarus  program shall  provide for customer service.,Contract     H  X-615 The Clarus  program shall  operate according to Government IT security requirements as outlined in  U.S.,0.681,,,,
2005 - clarus low,402,416,9)     H  X-221 The Clarus  program shall  provide for customer service.,Contract     H  X-805 Weather service providers  shall be able to use Clarus   data to provide localized special weather products.,0.590,,,,
2005 - clarus low,402,417,9)     H  X-221 The Clarus  program shall  provide for customer service.,ID Requirement  Source Allocation Comment Criticality X-811 Public agency maintenance  and construction personnel shall be able to use the Clarus  system to obtain  environmental conditions.,0.598,,,,
2005 - clarus low,402,418,9)     H  X-221 The Clarus  program shall  provide for customer service.,ConOps §2.5.2     L  X-815 Rail system personnel shall  be able to use the Clarus   system to obtain  environmental conditions.,0.540,,,,
2005 - clarus low,402,419,9)     H  X-221 The Clarus  program shall  provide for customer service.,Inferred from ConOps  §2.5.7     L  X-821 Traffic management  personnel shall be able to use the Clarus  system to  obtain environmental conditions.,0.526,,,,
2005 - clarus low,402,420,9)     H  X-221 The Clarus  program shall  provide for customer service.,Inferred from ConOps  §2.5.3     L  X-823 Transit personnel shall be  able to use the Clarus   system to obtain environmental conditions.,0.538,,,,
2005 - clarus low,402,421,9)     H  X-221 The Clarus  program shall  provide for customer service.,Inferred from ConOps  §2.5.5     L  X-825 The freight community shall  be able to use the Clarus   system to obtain environmental conditions.,0.505,,,,
2005 - clarus low,402,422,9)     H  X-221 The Clarus  program shall  provide for customer service.,Inferred from ConOps  §2.5.8     L  X-827 Emergency management and  public safety personnel shall be able to use the Clarus   system to obtain  environmental conditions.,0.534,,,,
2005 - clarus low,402,424,9)     H  X-221 The Clarus  program shall  provide for customer service.,ID Requirement  Source Allocation Comment Criticality X-910 The Clarus  program shall  maintain metadata about each data provider's network.,0.529,,,,
2005 - clarus low,402,425,9)     H  X-221 The Clarus  program shall  provide for customer service.,OCS     H  X-915 The Clarus  program shall  maintain information about data provider redistribution restrictions.,0.613,,,,
2005 - clarus low,402,426,9)     H  X-221 The Clarus  program shall  provide for customer service.,OCS     H  X-921 The Clarus  program shall  maintain information about service providers.,0.721,,,,
2005 - clarus low,402,427,9)     H  X-221 The Clarus  program shall  provide for customer service.,OCS     H  X-925 The Clarus  program shall  maintain information about service provider communications.,0.685,,,,
2005 - clarus low,402,428,9)     H  X-221 The Clarus  program shall  provide for customer service.,OCS     M  X-931 The Clarus  program shall  maintain information about service provider access to data.,0.645,,,,
2005 - clarus low,402,429,9)     H  X-221 The Clarus  program shall  provide for customer service.,OCS     H  X-935 The Clarus  program shall  allow potential weather element data providers to request permission to submit weather information.,0.545,,,,
2005 - clarus low,403,405,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,H  X-233 The Clarus  program shall  define data retention standards.,0.548,,,,
2005 - clarus low,403,406,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,0.655,,,,
2005 - clarus low,403,407,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,"OCS   That is, the Clarus  program needs to  provide documentation of whatever standards it creates for its own development, deployment, management, and operations.",0.643,,,,
2005 - clarus low,403,408,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,ID Requirement  Source Allocation Comment Criticality X-237 The Clarus  program  standards shall accommodate contributions of new sensor technologies to the Clarus  system.,0.508,,,,
2005 - clarus low,403,410,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,Inferred from ConOps  §4.3     M  X-305 The Clarus  program shall  maintain a comprehensive Clarus  system test  environment.,0.534,,,,
2005 - clarus low,403,411,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,OCS     H  X-311 The Clarus  program shall  test all software changes in the designated test environment before deployment to production.,0.617,,,,
2005 - clarus low,403,412,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,OCS     H  X-315 The Clarus  program shall  test all hardware changes in the designated test environment before deployment to production.,0.643,,,,
2005 - clarus low,403,413,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,OCS     H  X-601 The Clarus  program shall  operate the Clarus  system  according to its published IT  Security Plan.,0.703,,,,
2005 - clarus low,403,414,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,"ID Requirement  Source Allocation Comment Criticality X-605 The Clarus  program shall  operate according to Government IT security requirements as outlined in OMB Circular A-130, Management of Federal",0.530,,,,
2005 - clarus low,403,415,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,Contract     H  X-615 The Clarus  program shall  operate according to Government IT security requirements as outlined in  U.S.,0.592,,,,
2005 - clarus low,403,416,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,Contract     H  X-805 Weather service providers  shall be able to use Clarus   data to provide localized special weather products.,0.532,,,,
2005 - clarus low,403,417,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,ID Requirement  Source Allocation Comment Criticality X-811 Public agency maintenance  and construction personnel shall be able to use the Clarus  system to obtain  environmental conditions.,0.532,,,,
2005 - clarus low,403,418,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,ConOps §2.5.2     L  X-815 Rail system personnel shall  be able to use the Clarus   system to obtain  environmental conditions.,0.508,,,,
2005 - clarus low,403,419,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,Inferred from ConOps  §2.5.7     L  X-821 Traffic management  personnel shall be able to use the Clarus  system to  obtain environmental conditions.,0.500,,,,
2005 - clarus low,403,420,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,Inferred from ConOps  §2.5.3     L  X-823 Transit personnel shall be  able to use the Clarus   system to obtain environmental conditions.,0.506,,,,
2005 - clarus low,403,422,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,Inferred from ConOps  §2.5.8     L  X-827 Emergency management and  public safety personnel shall be able to use the Clarus   system to obtain  environmental conditions.,0.537,,,,
2005 - clarus low,403,425,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,OCS     H  X-915 The Clarus  program shall  maintain information about data provider redistribution restrictions.,0.618,,,,
2005 - clarus low,403,426,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,OCS     H  X-921 The Clarus  program shall  maintain information about service providers.,0.751,,,,
2005 - clarus low,403,427,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,OCS     H  X-925 The Clarus  program shall  maintain information about service provider communications.,0.699,,,,
2005 - clarus low,403,428,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,OCS     M  X-931 The Clarus  program shall  maintain information about service provider access to data.,0.675,,,,
2005 - clarus low,403,429,OCS     H  X-225 The Clarus  program shall  provide a trained support staff.,OCS     H  X-935 The Clarus  program shall  allow potential weather element data providers to request permission to submit weather information.,0.630,,,,
2005 - clarus low,404,405,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,H  X-233 The Clarus  program shall  define data retention standards.,0.571,,,,
2005 - clarus low,404,406,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,0.535,,,,
2005 - clarus low,404,408,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,ID Requirement  Source Allocation Comment Criticality X-237 The Clarus  program  standards shall accommodate contributions of new sensor technologies to the Clarus  system.,0.596,,,,
2005 - clarus low,404,409,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,Inferred from ConOps §1     M  X-239 The Clarus  program  standards shall support multiple methods of data  delivery to users.,0.580,,,,
2005 - clarus low,404,410,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,Inferred from ConOps  §4.3     M  X-305 The Clarus  program shall  maintain a comprehensive Clarus  system test  environment.,0.718,,,,
2005 - clarus low,404,411,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,OCS     H  X-311 The Clarus  program shall  test all software changes in the designated test environment before deployment to production.,0.530,,,,
2005 - clarus low,404,412,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,OCS     H  X-315 The Clarus  program shall  test all hardware changes in the designated test environment before deployment to production.,0.504,,,,
2005 - clarus low,404,414,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,"ID Requirement  Source Allocation Comment Criticality X-605 The Clarus  program shall  operate according to Government IT security requirements as outlined in OMB Circular A-130, Management of Federal",0.516,,,,
2005 - clarus low,404,417,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,ID Requirement  Source Allocation Comment Criticality X-811 Public agency maintenance  and construction personnel shall be able to use the Clarus  system to obtain  environmental conditions.,0.588,,,,
2005 - clarus low,404,418,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,ConOps §2.5.2     L  X-815 Rail system personnel shall  be able to use the Clarus   system to obtain  environmental conditions.,0.713,,,,
2005 - clarus low,404,419,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,Inferred from ConOps  §2.5.7     L  X-821 Traffic management  personnel shall be able to use the Clarus  system to  obtain environmental conditions.,0.728,,,,
2005 - clarus low,404,420,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,Inferred from ConOps  §2.5.3     L  X-823 Transit personnel shall be  able to use the Clarus   system to obtain environmental conditions.,0.702,,,,
2005 - clarus low,404,421,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,Inferred from ConOps  §2.5.5     L  X-825 The freight community shall  be able to use the Clarus   system to obtain environmental conditions.,0.679,,,,
2005 - clarus low,404,422,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,Inferred from ConOps  §2.5.8     L  X-827 Emergency management and  public safety personnel shall be able to use the Clarus   system to obtain  environmental conditions.,0.701,,,,
2005 - clarus low,404,423,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,Inferred from ConOps  §2.5.6     L  X-905 The Clarus  program shall  maintain information about data providers.,0.653,,,,
2005 - clarus low,404,433,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,"Climate Test  The Clarus  climate test will flag any observation that exceeds defined, variable- specific climatological ranges as “failed”  (Reek et al., 1992).",0.505,,,,
2005 - clarus low,404,440,ConOps §3.3.1     H  X-232 The Clarus  program shall  define quality checking rules for environmental observations.,Step Test  The Clarus  step test will flag all observati ons whose consecutive values in time  exceed predefined variable-spe cific step threshold values as “failed” (Fiebrich and  Crawford 2001).,0.523,,,,
2005 - clarus low,405,406,H  X-233 The Clarus  program shall  define data retention standards.,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,0.674,,,,
2005 - clarus low,405,407,H  X-233 The Clarus  program shall  define data retention standards.,"OCS   That is, the Clarus  program needs to  provide documentation of whatever standards it creates for its own development, deployment, management, and operations.",0.610,,,,
2005 - clarus low,405,408,H  X-233 The Clarus  program shall  define data retention standards.,ID Requirement  Source Allocation Comment Criticality X-237 The Clarus  program  standards shall accommodate contributions of new sensor technologies to the Clarus  system.,0.593,,,,
2005 - clarus low,405,409,H  X-233 The Clarus  program shall  define data retention standards.,Inferred from ConOps §1     M  X-239 The Clarus  program  standards shall support multiple methods of data  delivery to users.,0.644,,,,
2005 - clarus low,405,410,H  X-233 The Clarus  program shall  define data retention standards.,Inferred from ConOps  §4.3     M  X-305 The Clarus  program shall  maintain a comprehensive Clarus  system test  environment.,0.622,,,,
2005 - clarus low,405,411,H  X-233 The Clarus  program shall  define data retention standards.,OCS     H  X-311 The Clarus  program shall  test all software changes in the designated test environment before deployment to production.,0.568,,,,
